"updated_publication","publication","doi","updated_DOI","DOI","ID_PUB"
NA,"Maher, L.J., Jr. 1961. Pollen analysis and postglacial vegetation history in the Animas Valley Region, Southern San Juan Mountains, Colorado. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Maher, L.J., Jr. 1963. Pollen analyses of surface materials from the Southern San Juan Mountains, Colorado. Geological Society of America Bulletin 74(12):1485-1503. [DOI: 10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2]","10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2",NA,"10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2",395
NA,"Maher, L.J., Jr. 1973. Pollen evidence suggests that climate changes in the Colorado Rockies during the last 5000 years were out of phase with those in the northeastern United States. Pages 227-228 in Abstracts of the IXth INQUA Congress Meetings, 2-10 December 1973, Christchurch, New Zealand.;
Maher, L.J. 1972. Absolute pollen diagram of Redrock Lake, Boulder County, Colorado. Quaternary Research 2:531-553.",NA,NA,"",396
NA,"Maher, L.J., Jr. 1973. Pollen evidence suggests that climate changes in the Colorado Rockies during the last 5000 years were out of phase with those in the northeastern United States. Pages 227-228 in Abstracts of the IXth INQUA Congress Meetings, 2-10 December 1973, Christchurch, New Zealand.;
Maher, L.J., Jr. 1961. Pollen analysis and postglacial vegetation history in the Animas Valley Region, Southern San Juan Mountains, Colorado. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1967. University of Wisconsin radiocarbon dates III. Radiocarbon 9:530-544. [DOI: 10.1017/S0033822200000710];
Maher, L.J., Jr. 1963. Pollen analyses of surface materials from the Southern San Juan Mountains, Colorado. Geological Society of America Bulletin 74(12):1485-1503. [DOI: 10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2]","10.1017/S0033822200000710];;
10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2",NA,"10.1017/S0033822200000710;
10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2",397
NA,"Maher, L.J., Jr. 1982. The palynology of Devils Lake, Sauk County, Wisconsin. Pages 119-135 in J.C. Knox, L. Clayton, and D.M. Mickelson, editors. Quaternary History of the Driftless Area. Field Trip Guide Book 5. University of Wisconsin-Extension, Geological and Natural History Survey, Madison, Wisconsin, USA. Notes: Prepared for 29th Annual Meeting Midwest Friends of the Pleistocene, Prairie du Chien, Wisconsin, May 22 and 23, 1982.",NA,NA,"",398
NA,"Malamud-Roam, F., and B.L. Ingram. 2004. Late Holocene C13 and pollen records of paleosalinity from tidal marshes in the San Francisco Bay estuary, California. Quaternary Research 62(2):134-145. [DOI: 10.1016/j.yqres.2004.02.011]","10.1016/j.yqres.2004.02.011",NA,"10.1016/j.yqres.2004.02.011",399
NA,"Malamud-Roam, F., and B.L. Ingram. 2004. Late Holocene δ13C and pollen records of paleosalinity from tidal marshes in the San Francisco Bay estuary, California. Quaternary Research 62(2):134-145. [DOI: 10.1016/j.yqres.2004.02.011];
May, M.D. 1999. Vegetation and salinity changes over the last 2000 years at two islands in the northern San Francisco Estuary, California. Master's thesis. University of California Berkeley, Berkeley, California, USA.","10.1016/j.yqres.2004.02.011];",NA,"10.1016/j.yqres.2004.02.011",400
NA,"Manny, B.A., R.G. Wetzel, and R.E. Bailey. 1978. Paleolimnological sedimentation of organic carbon, nitrogen, phosphorous, fossil pigments, pollen, and diatoms in a hypereutrophic, hardwater lake: a case history of eutrophication. Polskie Archiwum Hydrobiologii 25:243-267.",NA,NA,"",401
NA,"Markgraf, V., and T. Lennon. 1986. Paleoenvironmental history of the last 13,000 years of the eastern Powder River Basin, Wyoming, and its implications for prehistoric cultural patterns. Plains Anthropologist 31:1-12.",NA,NA,"",402
NA,"Markgraf, V., J.P. Bradbury, R.M. Forester, G. Singh, and R.S. Sternberg. 1984. San Agustin Plains, New Mexico: age and paleoenvironmental potential reassessed. Quaternary Research 22:336-343.",NA,NA,"",403
NA,"Mathewes, R.W. 1973. A palynological study of postglacial vegetation changes in the University Research Forest, southeastern British Columbia. Canadian Journal of Botany 51(11):2085-2103. [DOI: 10.1139/b73-271]","10.1139/b73-271",NA,"10.1139/b73-271",404
NA,"Matthews, J.V., Jr. 1980. Paleoecology of John Klondike Bog, Fisherman Lake region, southwest district of Mackenzie. Geological Survey of Canada Paper 80-22..",NA,NA,"",405
NA,"McAndrews, J.H. 1966. Postglacial history of prairie, savanna, and forest in northwestern Minnesota. Torrey Botanical Club Memoir 22(2):1-72.",NA,NA,"",406
NA,"McAndrews, J.H. 1967. Pollen analysis and vegetational history of the Itasca region, Minnesota. Pages 219-236 in E.J. Cushing and H.E. Wright, Jr., editors. Quaternary Paleoecology. Yale University Press, New Haven, Connecticut, USA.;
McAndrews, J.H. 1966. Postglacial history of prairie, savanna, and forest in northwestern Minnesota. Torrey Botanical Club Memoir 22(2):1-72.",NA,NA,"",407
NA,"McAndrews, J.H. 1968. Pollen evidence for the protohistoric development of the ""Big Woods"" in Minnesota (U.S.A.). Review of Palaeobotany and Palynology 7:201-211.",NA,NA,"",408
NA,"McAndrews, J.H. 1969. Paleobotany of a wild rice lake in Minnesota. Canadian Journal of Botany 47:1671-1679.",NA,NA,"",409
NA,"McAndrews, J.H. 1972. Pollen analysis of the sediments of Lake Ontario. 24th International Geological Congress, Section 8:223-227.;
McAndrews, J.H. 1973. Pollen analysis of the sediments of the Great Lakes of North America. Pages 76-80 in Palynology: Holocene and Marine Palynology, Proceeding of the III International Palynological Conference. Nauka, Moscow, Russia.",NA,NA,"",410
NA,"McAndrews, J.H. 1973. Pollen analysis of the sediments of the Great Lakes of North America. Pages 76-80 in Palynology: Holocene and Marine Palynology, Proceeding of the III International Palynological Conference. Nauka, Moscow, Russia.",NA,NA,"",411
NA,"McAndrews, J.H. 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. Pages 319-333 in W.C. Mahaney, editor. Quaternary paleoclimate. Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.",NA,NA,"",412
NA,"McAndrews, J.H. 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. Pages 319-333 in W.C. Mahaney, editor. Quaternary paleoclimate. Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.;
Mott, R.J., and L.D. Farley-Gill. 1978. A late-Quaternary pollen profile from Woodstock, Ontario. Canadian Journal of Earth Sciences. Canadian Journal of Earth Sciences 15(7):1101-1111. http://www.nrcresearchpress.com/doi/abs/10.1139/e78-116#.VuJ-7JwrKUk. [DOI: 10.1139/e78-116]","10.1139/e78-116",NA,"10.1139/e78-116",413
NA,"McAndrews, J.H. 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. Pages 319-333 in W.C. Mahaney, editor. Quaternary paleoclimate. Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.;
Richard, P.J.H. 1980. Histoire postglaciaire de la végétation au sud du lac Abitibi, Ontario et Québec. Géographie physique et Quaternaire 34:77-94.",NA,NA,"",414
NA,"McAndrews, J.H. 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. Pages 319-333 in W.C. Mahaney, editor. Quaternary paleoclimate. Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.;
Vincent, J.-S. 1973. A palynological study for the Little Clay Belt, northwestern Québec. Naturaliste Canadien 100:59-70.",NA,NA,"",415
NA,"McAndrews, J.H. 1984. Late Quaternary vegetation history of Rice Lake, Ontario, and the McIntyre Archaeological Site. Archaeological Survey of Canada Paper 126:161-189..",NA,NA,"",416
NA,"McAndrews, J.H. 1986. 12,000 years of change - and it's not done yet! Thunder Bay Field Naturalists' Newsletter 40:2-7.",NA,NA,"",417
NA,"McAndrews, J.H. 1986. Vegetation history of the Bloodvein River region in Woodland Caribou Provincial Park, Ontario. Unpublished report to Ontario Ministry of Natural Resources and Parks Canada. 12 pp.",NA,NA,"",418
NA,"McAndrews, J.H. 1988. Human disturbance of North American forests and grasslands: the fossil pollen record. Pages 673-697 in B. Huntley and T. Webb III, editors. Vegetation History. Kluwer Academic Publishers, Dordrecht, Netherlands.",NA,NA,"",419
NA,"McAndrews, J.H. 1994. Pollen diagrams for southern Ontario applied to archaeology. Pages 179-195 in Great Lakes Archaeology and Paleoecology: Exploring Interdisciplinary Initiatives for the Nineties. University of Waterloo, Waterloo, Ontario, Canada.;
Yu, Z., and J.H. McAndrews. 1994. Holocene water levels at Rice Lake, Ontario, Canada: sediment, pollen and plant macrofossil evidence. The Holocene 4:141-152.;
McAndrews, J.H. 1984. Late Quaternary vegetation history of Rice Lake, Ontario, and the McIntyre Archaeological Site. Archaeological Survey of Canada Paper 126:161-189..",NA,NA,"",420
NA,"McAndrews, J.H. 1997. Pollen, climate, a comet, and mastodon extinction. Canadian Association of Palynologists Newsletter 31(2):7-8.",NA,NA,"",421
NA,"McAndrews, J.H., and I.D. Campbell. 1993. 6 ka mean July temperature in eastern Canada from Bartlein and Webb's (1985) pollen transfer functions: comments and illustrations. Pages 22-25 in A. Telka, editor. Proxy climate data and models of the six thousand years before present time interval: the Canadian perspective. Canadian Global Change Program Incidental Report Series IR93-3. The Royal Society of Canada, Ottawa, Ontario, Canada.",NA,NA,"",422
NA,"McAndrews, J.H., and M. Boyko-Diakonow. 1989. Pollen analysis of varved sediment at Crawford Lake, Ontario: evidence of Indian and European farming. Pages 528-530 in R.J. Fulton, editor. Quaternary geology of Canada and Greenland. Volume K1. Decade of North American Geology, The Geology of North America. Geological Society of America, Boulder, Colorado, USA.;
Boyko, M. 1973. European impact on the vegetation around Crawford Lake in southern Ontario. Master's thesis. University of Toronto, Toronto, Ontario, Canada.",NA,NA,"",423
NA,"McAndrews, J.H., J.L. Riley, and A.M. Davis. 1982. Vegetation history of the Hudson Bay Lowland: a postglacial pollen diagram from the Sutton Ridge. Naturaliste Canadien 109:597-608.",NA,NA,"",424
NA,"McCarthy, F.M.G. 1986. Late Holocene water levels in Lake Ontario: evidence from Grenadier Pond. M.S. Thesis. University of Toronto, Toronto, Ontario, Canada.",NA,NA,"",425
NA,"McCarthy, F.M.G. 1986. Late Holocene water levels in Lake Ontario: evidence from Grenadier Pond. M.S. Thesis. University of Toronto, Toronto, Ontario, Canada.;
McCarthy, F.M.G., and J.H. McAndrews. 1988. Water levels in Lake Ontario 4230-2000 years B.P.: evidence from Grenadier Pond, Toronto, Canada. Journal of Paleolimnology 1:99-113.",NA,NA,"",426
NA,"McLachlan, J.S., D.R. Foster, and F. Menalled. 2000. Anthropogenic ties to late-successional structure and composition in four New England hemlock stands. Ecology 81(3):717-733.",NA,NA,"",427
NA,"McLauchlan, K. 2003. Plant cultivation and forest clearance by prehistoric North Americans: pollen evidence from Fort Ancient, Ohio, USA. The Holocene 13(4):557-566. [DOI: 10.1191/0959683603hl646rp]","10.1191/0959683603hl646rp",NA,"10.1191/0959683603hl646rp",428
NA,"Mensing, S., J. Korfmacher, T. Minckley, and R. Musselman. 2012. A 15,000 year record of vegetation and climate change from a treeline lake in the Rocky Mountains, Wyoming, USA. The Holocene 22(7):739-748. [DOI: 10.1177/0959683611430339];
Minckley, T.A. 2014. Postglacial vegetation history of southeastern Wyoming, U.S.A. Rocky Mountain Geology 49(1):61-74. [DOI: 10.2113/gsrocky.49.1.61]","10.1177/0959683611430339];;
10.2113/gsrocky.49.1.61",NA,"10.1177/0959683611430339;
10.2113/gsrocky.49.1.61",429
NA,"Mensing, S., J. Smith, K.B. Norman, and M. Allan. 2008. Extended drought in the Great Basin of western North America in the last two millennia reconstructed from pollen records. Quaternary International 188(1):79-89. [DOI: 10.1016/j.quaint.2007.06.009]","10.1016/j.quaint.2007.06.009",NA,"10.1016/j.quaint.2007.06.009",430
NA,"Mensing, S., J. Smith, K.B. Norman, and M. Allan. 2008. Extended drought in the Great Basin of western North America in the last two millennia reconstructed from pollen records. Quaternary International 188(1):79-89. [DOI: 10.1016/j.quaint.2007.06.009];
Mensing, S., S. Livingston, and P. Barker. 2006. Long-term fire history in Great Basin sagebrush reconstructed from macroscopic charcoal in spring sediments, Newark Valley Nevada. Western North American Naturalist 66(1):64-77. [DOI: 10.3398/1527-0904(2006)66[64:LFHIGB]2.0.CO;2]","10.1016/j.quaint.2007.06.009];;
10.3398/1527-0904(2006)66[64:LFHIGB]2.0.CO;2",NA,"10.1016/j.quaint.2007.06.009;
10.3398/1527-0904(2006)66[64:LFHIGB]2.0.CO;2",431
NA,"Miller, G.H., A.P. Wolfe, J.P. Briner, P.E. Sauer, and A. Nestje. 2005. Holocene glaciation and climate evolution of Baffin Island, Arctic Canada. Quaternary Science Reviews 24:1703-1721.",NA,NA,"",432
NA,"Miller, N.G. 1973. Late-glacial and postglacial vegetation change in southwestern New York State. Bulletin 420. New York State Museum and Science Service, The State Education Department, Albany, New York, USA.",NA,NA,"",433
NA,"Miller, N.G., and R.P. Futyma. 2003. Extending the paleobotanical records at the Hiscock Site, New York: Correlations among stratigraphic pollen assemblages from nearby lake and wetland basins. Pages 43-62 in The Hiscock Site: Late Pleistocene and Holocene Paleoecology and Archaeology of Western New York State. Bulletin of the Buffalo Society of Natural Sciences 37.",NA,NA,"",434
NA,"Miller, N.G., and R.P. Futyma. 2003. Extending the paleobotanical records at the Hiscock Site, New York: Correlations among stratigraphic pollen assemblages from nearby lake and wetland basins. Pages 43-62 in The Hiscock Site: Late Pleistocene and Holocene Paleoecology and Archaeology of Western New York State. Bulletin of the Buffalo Society of Natural Sciences 37.;
Futyma, R.P., and N.G. Miller. 2001. Postglacial history of a marl fen: vegetational stability at Byron-Bergen Swamp, New York. Canadian Journal of Botany 79:1425-1438.",NA,NA,"",435
NA,"Minckley, T.A. 2014. Postglacial vegetation history of southeastern Wyoming, U.S.A. Rocky Mountain Geology 49(1):61-74. [DOI: 10.2113/gsrocky.49.1.61];
Minckley, T.A., and R.K. Shriver. 2011. Vegetation responses to changing fire regimes in a Rocky Mountain forest. Fire Ecology 7(2):66-80. [DOI: 10.4996/fireecology.0702066];
Minckley, T.A., R.K. Shriver, and B. Shuman. 2012. Resilience and regime change in a southern Rocky Mountain ecosystem during the past 17 000 years. Ecological Monographs 82(1):49-68. [DOI: 10.1890/11-0283.1]","10.2113/gsrocky.49.1.61];;
10.4996/fireecology.0702066];;
10.1890/11-0283.1",NA,"10.2113/gsrocky.49.1.61;
10.4996/fireecology.0702066;
10.1890/11-0283.1",436
NA,"Minckley, T.A., C. Whitlock, and P.J. Bartlein. 2007. Vegetation, fire, and climate history of the northwestern Great Basin during the last 14,000 years. Quaternary Science Reviews 26:2167-2184.",NA,NA,"",437
NA,"Moos, M.T. 2010. Tracking long-term Holocene climate trends in Lake 239 (experimental lakes area, NW Ontario) using diatoms, pollen, and charcoal. Doctoral dissertation. Queen's University, Kingston, Ontario, Canada.",NA,NA,"",438
NA,"Morgan, A.V., J.H. McAndrews, and C.J. Ellis. (n.d.) Geological history and paleoenvironment of the Parkhill archaeological site. Unpublished manuscript.",NA,NA,"",439
NA,"Morris, J.L., A. Brunelle, A.S. Munson, J. Spencer, and M.J. Power. 2013. Holocene vegetation and fire reconstructions from the Aquarius Plateau, Utah, USA. Quaternary International 310:111-123.;
Morris, J.L., and A. Brunelle. 2012. Pollen accumulation in lake sediments during historic spruce beetle disturbances in subalpine forests of southern Utah, USA. The Holocene 22(9):961-974.",NA,NA,"",440
NA,"Moskalski, S.M. 2005. Palynological determination of historical sediment accumulation rates and paleoecological variation in marshes on the St. Jones River, Delaware, USA. Doctoral dissertation. University of Delaware, Newark, Delaware, USA.;
Wilson, B. 2005. The paleoenvironmental history of the St. Jones Estuary, Delaware: pre-Holocene to present. Doctoral dissertation. University of Delaware, Newark, Delaware, USA.",NA,NA,"",441
