updated_publication,publication,updated_DOI,DOI,ID_PUB
"Maher, L.J., Jr. 1961. Pollen analysis and postglacial vegetation history in the Animas Valley Region, Southern San Juan Mountains, Colorado. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Maher, L.J., Jr. 1963. Pollen analyses of surface materials from the Southern San Juan Mountains, Colorado. Geological Society of America Bulletin 74(12):1485-1503. [DOI: 10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2]","Maher, L.J., Jr. 1961. Pollen analysis and postglacial vegetation history in the Animas Valley Region, Southern San Juan Mountains, Colorado. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Maher, L.J., Jr. 1963. Pollen analyses of surface materials from the Southern San Juan Mountains, Colorado. Geological Society of America Bulletin 74(12):1485-1503. [DOI: 10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2]",10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,395
"Maher, L.J., Jr. 1973. Pollen evidence suggests that climate changes in the Colorado Rockies during the last 5000 years were out of phase with those in the northeastern United States. Pages 227-228 in Abstracts of the IXth INQUA Congress Meetings, 2-10 December 1973, Christchurch, New Zealand.;
Maher, L.J. 1972. Absolute pollen diagram of Redrock Lake, Boulder County, Colorado. Quaternary Research 2:531-553.","Maher, L.J., Jr. 1973. Pollen evidence suggests that climate changes in the Colorado Rockies during the last 5000 years were out of phase with those in the northeastern United States. Pages 227-228 in Abstracts of the IXth INQUA Congress Meetings, 2-10 December 1973, Christchurch, New Zealand.;
Maher, L.J. 1972. Absolute pollen diagram of Redrock Lake, Boulder County, Colorado. Quaternary Research 2:531-553.",,,396
"Maher, L.J., Jr. 1973. Pollen evidence suggests that climate changes in the Colorado Rockies during the last 5000 years were out of phase with those in the northeastern United States. Pages 227-228 in Abstracts of the IXth INQUA Congress Meetings, 2-10 December 1973, Christchurch, New Zealand.;
Maher, L.J., Jr. 1961. Pollen analysis and postglacial vegetation history in the Animas Valley Region, Southern San Juan Mountains, Colorado. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1967. University of Wisconsin radiocarbon dates III. Radiocarbon 9:530-544. [DOI: 10.1017/S0033822200000710];
Maher, L.J., Jr. 1963. Pollen analyses of surface materials from the Southern San Juan Mountains, Colorado. Geological Society of America Bulletin 74(12):1485-1503. [DOI: 10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2]","Maher, L.J., Jr. 1973. Pollen evidence suggests that climate changes in the Colorado Rockies during the last 5000 years were out of phase with those in the northeastern United States. Pages 227-228 in Abstracts of the IXth INQUA Congress Meetings, 2-10 December 1973, Christchurch, New Zealand.;
Maher, L.J., Jr. 1961. Pollen analysis and postglacial vegetation history in the Animas Valley Region, Southern San Juan Mountains, Colorado. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1967. University of Wisconsin radiocarbon dates III. Radiocarbon 9:530-544. [DOI: 10.1017/S0033822200000710];
Maher, L.J., Jr. 1963. Pollen analyses of surface materials from the Southern San Juan Mountains, Colorado. Geological Society of America Bulletin 74(12):1485-1503. [DOI: 10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2]","10.1017/S0033822200000710;
10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2","10.1017/S0033822200000710;
10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2",397
"Maher, L.J., Jr. 1982. The palynology of Devils Lake, Sauk County, Wisconsin. Pages 119-135 in J.C. Knox, L. Clayton, and D.M. Mickelson, editors. Quaternary History of the Driftless Area. Field Trip Guide Book 5. University of Wisconsin-Extension, Geological and Natural History Survey, Madison, Wisconsin, USA. Notes: Prepared for 29th Annual Meeting Midwest Friends of the Pleistocene, Prairie du Chien, Wisconsin, May 22 and 23, 1982.","Maher, L.J., Jr. 1982. The palynology of Devils Lake, Sauk County, Wisconsin. Pages 119-135 in J.C. Knox, L. Clayton, and D.M. Mickelson, editors. Quaternary History of the Driftless Area. Field Trip Guide Book 5. University of Wisconsin-Extension, Geological and Natural History Survey, Madison, Wisconsin, USA. Notes: Prepared for 29th Annual Meeting Midwest Friends of the Pleistocene, Prairie du Chien, Wisconsin, May 22 and 23, 1982.",,,398
"Malamud-Roam, F., and B.L. Ingram. 2004. Late Holocene C13 and pollen records of paleosalinity from tidal marshes in the San Francisco Bay estuary, California. Quaternary Research 62(2):134-145. [DOI: 10.1016/j.yqres.2004.02.011]","Malamud-Roam, F., and B.L. Ingram. 2004. Late Holocene C13 and pollen records of paleosalinity from tidal marshes in the San Francisco Bay estuary, California. Quaternary Research 62(2):134-145. [DOI: 10.1016/j.yqres.2004.02.011]",10.1016/j.yqres.2004.02.011,10.1016/j.yqres.2004.02.011,399
"Malamud-Roam, F., and B.L. Ingram. 2004. Late Holocene δ13C and pollen records of paleosalinity from tidal marshes in the San Francisco Bay estuary, California. Quaternary Research 62(2):134-145. [DOI: 10.1016/j.yqres.2004.02.011];
May, M.D. 1999. Vegetation and salinity changes over the last 2000 years at two islands in the northern San Francisco Estuary, California. Master's thesis. University of California Berkeley, Berkeley, California, USA.","Malamud-Roam, F., and B.L. Ingram. 2004. Late Holocene δ13C and pollen records of paleosalinity from tidal marshes in the San Francisco Bay estuary, California. Quaternary Research 62(2):134-145. [DOI: 10.1016/j.yqres.2004.02.011];
May, M.D. 1999. Vegetation and salinity changes over the last 2000 years at two islands in the northern San Francisco Estuary, California. Master's thesis. University of California Berkeley, Berkeley, California, USA.",10.1016/j.yqres.2004.02.011,10.1016/j.yqres.2004.02.011,400
"Manny, B.A., R.G. Wetzel, and R.E. Bailey. 1978. Paleolimnological sedimentation of organic carbon, nitrogen, phosphorous, fossil pigments, pollen, and diatoms in a hypereutrophic, hardwater lake: a case history of eutrophication. Polskie Archiwum Hydrobiologii 25:243-267.","Manny, B.A., R.G. Wetzel, and R.E. Bailey. 1978. Paleolimnological sedimentation of organic carbon, nitrogen, phosphorous, fossil pigments, pollen, and diatoms in a hypereutrophic, hardwater lake: a case history of eutrophication. Polskie Archiwum Hydrobiologii 25:243-267.",,,401
"Markgraf, V., and T. Lennon. 1986. Paleoenvironmental history of the last 13,000 years of the eastern Powder River Basin, Wyoming, and its implications for prehistoric cultural patterns. Plains Anthropologist 31:1-12.","Markgraf, V., and T. Lennon. 1986. Paleoenvironmental history of the last 13,000 years of the eastern Powder River Basin, Wyoming, and its implications for prehistoric cultural patterns. Plains Anthropologist 31:1-12.",,,402
"Markgraf, V., J.P. Bradbury, R.M. Forester, G. Singh, and R.S. Sternberg. 1984. San Agustin Plains, New Mexico: age and paleoenvironmental potential reassessed. Quaternary Research 22:336-343.","Markgraf, V., J.P. Bradbury, R.M. Forester, G. Singh, and R.S. Sternberg. 1984. San Agustin Plains, New Mexico: age and paleoenvironmental potential reassessed. Quaternary Research 22:336-343.",,,403
"Mathewes, R.W. 1973. A palynological study of postglacial vegetation changes in the University Research Forest, southeastern British Columbia. Canadian Journal of Botany 51(11):2085-2103. [DOI: 10.1139/b73-271]","Mathewes, R.W. 1973. A palynological study of postglacial vegetation changes in the University Research Forest, southeastern British Columbia. Canadian Journal of Botany 51(11):2085-2103. [DOI: 10.1139/b73-271]",10.1139/b73-271,10.1139/b73-271,404
"Matthews, J.V., Jr. 1980. Paleoecology of John Klondike Bog, Fisherman Lake region, southwest district of Mackenzie. Geological Survey of Canada Paper 80-22..","Matthews, J.V., Jr. 1980. Paleoecology of John Klondike Bog, Fisherman Lake region, southwest district of Mackenzie. Geological Survey of Canada Paper 80-22..",,,405
"McAndrews, J.H. 1966. Postglacial history of prairie, savanna, and forest in northwestern Minnesota. Torrey Botanical Club Memoir 22(2):1-72.","McAndrews, J.H. 1966. Postglacial history of prairie, savanna, and forest in northwestern Minnesota. Torrey Botanical Club Memoir 22(2):1-72.",,,406
"McAndrews, J.H. 1967. Pollen analysis and vegetational history of the Itasca region, Minnesota. Pages 219-236 in E.J. Cushing and H.E. Wright, Jr., editors. Quaternary Paleoecology. Yale University Press, New Haven, Connecticut, USA.;
McAndrews, J.H. 1966. Postglacial history of prairie, savanna, and forest in northwestern Minnesota. Torrey Botanical Club Memoir 22(2):1-72.","McAndrews, J.H. 1967. Pollen analysis and vegetational history of the Itasca region, Minnesota. Pages 219-236 in E.J. Cushing and H.E. Wright, Jr., editors. Quaternary Paleoecology. Yale University Press, New Haven, Connecticut, USA.;
McAndrews, J.H. 1966. Postglacial history of prairie, savanna, and forest in northwestern Minnesota. Torrey Botanical Club Memoir 22(2):1-72.",,,407
"McAndrews, J.H. 1968. Pollen evidence for the protohistoric development of the ""Big Woods"" in Minnesota (U.S.A.). Review of Palaeobotany and Palynology 7:201-211.","McAndrews, J.H. 1968. Pollen evidence for the protohistoric development of the ""Big Woods"" in Minnesota (U.S.A.). Review of Palaeobotany and Palynology 7:201-211.",,,408
"McAndrews, J.H. 1969. Paleobotany of a wild rice lake in Minnesota. Canadian Journal of Botany 47:1671-1679.","McAndrews, J.H. 1969. Paleobotany of a wild rice lake in Minnesota. Canadian Journal of Botany 47:1671-1679.",,,409
"McAndrews, J.H. 1972. Pollen analysis of the sediments of Lake Ontario. 24th International Geological Congress, Section 8:223-227.;
McAndrews, J.H. 1973. Pollen analysis of the sediments of the Great Lakes of North America. Pages 76-80 in Palynology: Holocene and Marine Palynology, Proceeding of the III International Palynological Conference. Nauka, Moscow, Russia.","McAndrews, J.H. 1972. Pollen analysis of the sediments of Lake Ontario. 24th International Geological Congress, Section 8:223-227.;
McAndrews, J.H. 1973. Pollen analysis of the sediments of the Great Lakes of North America. Pages 76-80 in Palynology: Holocene and Marine Palynology, Proceeding of the III International Palynological Conference. Nauka, Moscow, Russia.",,,410
"McAndrews, J.H. 1973. Pollen analysis of the sediments of the Great Lakes of North America. Pages 76-80 in Palynology: Holocene and Marine Palynology, Proceeding of the III International Palynological Conference. Nauka, Moscow, Russia.","McAndrews, J.H. 1973. Pollen analysis of the sediments of the Great Lakes of North America. Pages 76-80 in Palynology: Holocene and Marine Palynology, Proceeding of the III International Palynological Conference. Nauka, Moscow, Russia.",,,411
"McAndrews, J.H. 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. Pages 319-333 in W.C. Mahaney, editor. Quaternary paleoclimate. Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.","McAndrews, J.H. 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. Pages 319-333 in W.C. Mahaney, editor. Quaternary paleoclimate. Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.",,,412
"McAndrews, J.H. 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. Pages 319-333 in W.C. Mahaney, editor. Quaternary paleoclimate. Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.;
Mott, R.J., and L.D. Farley-Gill. 1978. A late-Quaternary pollen profile from Woodstock, Ontario. Canadian Journal of Earth Sciences. Canadian Journal of Earth Sciences 15(7):1101-1111. http://www.nrcresearchpress.com/doi/abs/10.1139/e78-116#.VuJ-7JwrKUk. [DOI: 10.1139/e78-116]","McAndrews, J.H. 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. Pages 319-333 in W.C. Mahaney, editor. Quaternary paleoclimate. Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.;
Mott, R.J., and L.D. Farley-Gill. 1978. A late-Quaternary pollen profile from Woodstock, Ontario. Canadian Journal of Earth Sciences. Canadian Journal of Earth Sciences 15(7):1101-1111. http://www.nrcresearchpress.com/doi/abs/10.1139/e78-116#.VuJ-7JwrKUk. [DOI: 10.1139/e78-116]",10.1139/e78-116,10.1139/e78-116,413
"McAndrews, J.H. 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. Pages 319-333 in W.C. Mahaney, editor. Quaternary paleoclimate. Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.;
Richard, P.J.H. 1980. Histoire postglaciaire de la végétation au sud du lac Abitibi, Ontario et Québec. Géographie physique et Quaternaire 34:77-94.","McAndrews, J.H. 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. Pages 319-333 in W.C. Mahaney, editor. Quaternary paleoclimate. Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.;
Richard, P.J.H. 1980. Histoire postglaciaire de la végétation au sud du lac Abitibi, Ontario et Québec. Géographie physique et Quaternaire 34:77-94.",,,414
"McAndrews, J.H. 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. Pages 319-333 in W.C. Mahaney, editor. Quaternary paleoclimate. Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.;
Vincent, J.-S. 1973. A palynological study for the Little Clay Belt, northwestern Québec. Naturaliste Canadien 100:59-70.","McAndrews, J.H. 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. Pages 319-333 in W.C. Mahaney, editor. Quaternary paleoclimate. Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.;
Vincent, J.-S. 1973. A palynological study for the Little Clay Belt, northwestern Québec. Naturaliste Canadien 100:59-70.",,,415
"McAndrews, J.H. 1984. Late Quaternary vegetation history of Rice Lake, Ontario, and the McIntyre Archaeological Site. Archaeological Survey of Canada Paper 126:161-189..","McAndrews, J.H. 1984. Late Quaternary vegetation history of Rice Lake, Ontario, and the McIntyre Archaeological Site. Archaeological Survey of Canada Paper 126:161-189..",,,416
"McAndrews, J.H. 1986. 12,000 years of change - and it's not done yet! Thunder Bay Field Naturalists' Newsletter 40:2-7.","McAndrews, J.H. 1986. 12,000 years of change - and it's not done yet! Thunder Bay Field Naturalists' Newsletter 40:2-7.",,,417
"McAndrews, J.H. 1986. Vegetation history of the Bloodvein River region in Woodland Caribou Provincial Park, Ontario. Unpublished report to Ontario Ministry of Natural Resources and Parks Canada. 12 pp.","McAndrews, J.H. 1986. Vegetation history of the Bloodvein River region in Woodland Caribou Provincial Park, Ontario. Unpublished report to Ontario Ministry of Natural Resources and Parks Canada. 12 pp.",,,418
"McAndrews, J.H. 1988. Human disturbance of North American forests and grasslands: the fossil pollen record. Pages 673-697 in B. Huntley and T. Webb III, editors. Vegetation History. Kluwer Academic Publishers, Dordrecht, Netherlands.","McAndrews, J.H. 1988. Human disturbance of North American forests and grasslands: the fossil pollen record. Pages 673-697 in B. Huntley and T. Webb III, editors. Vegetation History. Kluwer Academic Publishers, Dordrecht, Netherlands.",,,419
"McAndrews, J.H. 1994. Pollen diagrams for southern Ontario applied to archaeology. Pages 179-195 in Great Lakes Archaeology and Paleoecology: Exploring Interdisciplinary Initiatives for the Nineties. University of Waterloo, Waterloo, Ontario, Canada.;
Yu, Z., and J.H. McAndrews. 1994. Holocene water levels at Rice Lake, Ontario, Canada: sediment, pollen and plant macrofossil evidence. The Holocene 4:141-152.;
McAndrews, J.H. 1984. Late Quaternary vegetation history of Rice Lake, Ontario, and the McIntyre Archaeological Site. Archaeological Survey of Canada Paper 126:161-189..","McAndrews, J.H. 1994. Pollen diagrams for southern Ontario applied to archaeology. Pages 179-195 in Great Lakes Archaeology and Paleoecology: Exploring Interdisciplinary Initiatives for the Nineties. University of Waterloo, Waterloo, Ontario, Canada.;
Yu, Z., and J.H. McAndrews. 1994. Holocene water levels at Rice Lake, Ontario, Canada: sediment, pollen and plant macrofossil evidence. The Holocene 4:141-152.;
McAndrews, J.H. 1984. Late Quaternary vegetation history of Rice Lake, Ontario, and the McIntyre Archaeological Site. Archaeological Survey of Canada Paper 126:161-189..",,,420
