"site.id","site.name","dataset.id","citation"
16355,"Fontaine Henry",25402,"Lespez, L., J.M. Cador, V. Carpentier, M. Clet-Pellerin, M.A. Germaine, E. Garnier, and C. Marcigny. 2008. Trajectoire des paysages des vallées normandes et gestion de l'eau du Néolithique aux enjeux de la gestion contemporaine. Pages 61-75 in s.E.S.e.A. Presses Universitaires de Franche-Comté; Annales littéraires, editor. Paysages et environnement: de la reconstitution du passé aux modèles prospectifs., Galop, D.E. edition. Annales littéraires. série Environnement, Société et Archéologie, Besançon. Besançon, France."
16355,"Fontaine Henry",25402,"Lespez, L., M. Clet-Pellerin, N. Limondin-Lozouet, J.F. Pastre, and M. Fontugne. 2005. Discontinuités longitudinales des dynamiques sédimentaires holocènes dans les petites vallées de l'Ouest du Bassin Parisien, l'exemple de la Mue (Basse-Normandie). Quaternaire 16(4):273-298."
16355,"Fontaine Henry",25402,"Lespez, L., M. Clet-Pellerin, N. Limondin-Lozouet, J.F. Pastre, M. Fontugne, and C. Marcigny. 2008. Fluvial system evolution and environmental changes during the Holocene in the Mue valley (Western France). Geomorphology 98:55-70."
16356,"Anneray",25404,
16356,"Anneray",25404,
16357,"Troarn Saint-Samson",25408,"Lespez, L., M. Clet-Pellerin, R. Davidson, G. Hermier, V. Carpentier, and J.M. Cador. 2010. Middle to Laye Holocene landscape changes and geoarchaeological implications in the marshes of the Dives estuary (NW France). Quaternary International 216:23-40."
16357,"Troarn Saint-Samson",25406,"Lespez, L., M. Clet-Pellerin, R. Davidson, G. Hermier, V. Carpentier, and J.M. Cador. 2010. Middle to Laye Holocene landscape changes and geoarchaeological implications in the marshes of the Dives estuary (NW France). Quaternary International 216:23-40."
16358,"Petiville",25410,"Lespez, L., M. Clet-Pellerin, R. Davidson, G. Hermier, V. Carpentier, and J.M. Cador. 2010. Middle to Laye Holocene landscape changes and geoarchaeological implications in the marshes of the Dives estuary (NW France). Quaternary International 216:23-40."
16359,"Pont-l'Eveque Le Lac",25412,"San Juan, G., J.C. Ozouf, and M. Clet-Pellerin. Observations archéologiques et géomorphologiques effectuées au Lac de Pont-l'Evèque. Bulletin de la Société Historique de Lisieux. Bulletin de la Société Historique de Lisieux.. Notes: Unpublished"
16360,"Chef-du-Pont",25414,"Clet-Pellerin, M., O. Dugué, and J.P. Lautridou. 2006. Seuil du Cotentin: sédiments plio-pléistocènes, comblement des marais. In: Livret-guide de l'Excursion de l'Association Française pour l'Etude du Quaternaire en Normandie, 25-27 Mai 2006:32-37.."
16362,"Lingreville",25418,"Billard, C., M. Clet-Pellerin, J.P. Lautridou, and M. Giffault. 1995. Un site protohistorique littoral dans le havre de la Vanlee à Lingreville et Bricqueville-sur-mer (Manche). Revue Archéologique Ouest 12:73-110."
16362,"Lingreville",25432,"Billard, C., M. Clet-Pellerin, J.P. Lautridou, and M. Giffault. 1995. Un site protohistorique littoral dans le havre de la Vanlee à Lingreville et Bricqueville-sur-mer (Manche). Revue Archéologique Ouest 12:73-110."
16362,"Lingreville",25430,"Billard, C., M. Clet-Pellerin, J.P. Lautridou, and M. Giffault. 1995. Un site protohistorique littoral dans le havre de la Vanlee à Lingreville et Bricqueville-sur-mer (Manche). Revue Archéologique Ouest 12:73-110."
16362,"Lingreville",25428,"Billard, C., M. Clet-Pellerin, J.P. Lautridou, and M. Giffault. 1995. Un site protohistorique littoral dans le havre de la Vanlee à Lingreville et Bricqueville-sur-mer (Manche). Revue Archéologique Ouest 12:73-110."
16362,"Lingreville",25427,"Billard, C., M. Clet-Pellerin, J.P. Lautridou, and M. Giffault. 1995. Un site protohistorique littoral dans le havre de la Vanlee à Lingreville et Bricqueville-sur-mer (Manche). Revue Archéologique Ouest 12:73-110."
16362,"Lingreville",25425,"Billard, C., M. Clet-Pellerin, J.P. Lautridou, and M. Giffault. 1995. Un site protohistorique littoral dans le havre de la Vanlee à Lingreville et Bricqueville-sur-mer (Manche). Revue Archéologique Ouest 12:73-110."
16362,"Lingreville",25424,"Billard, C., M. Clet-Pellerin, J.P. Lautridou, and M. Giffault. 1995. Un site protohistorique littoral dans le havre de la Vanlee à Lingreville et Bricqueville-sur-mer (Manche). Revue Archéologique Ouest 12:73-110."
16362,"Lingreville",25423,"Billard, C., M. Clet-Pellerin, J.P. Lautridou, and M. Giffault. 1995. Un site protohistorique littoral dans le havre de la Vanlee à Lingreville et Bricqueville-sur-mer (Manche). Revue Archéologique Ouest 12:73-110."
16362,"Lingreville",25421,"Billard, C., M. Clet-Pellerin, J.P. Lautridou, and M. Giffault. 1995. Un site protohistorique littoral dans le havre de la Vanlee à Lingreville et Bricqueville-sur-mer (Manche). Revue Archéologique Ouest 12:73-110."
16362,"Lingreville",25420,"Billard, C., M. Clet-Pellerin, J.P. Lautridou, and M. Giffault. 1995. Un site protohistorique littoral dans le havre de la Vanlee à Lingreville et Bricqueville-sur-mer (Manche). Revue Archéologique Ouest 12:73-110."
16362,"Lingreville",25419,"Billard, C., M. Clet-Pellerin, J.P. Lautridou, and M. Giffault. 1995. Un site protohistorique littoral dans le havre de la Vanlee à Lingreville et Bricqueville-sur-mer (Manche). Revue Archéologique Ouest 12:73-110."
16363,"Saint-Jean-le-Thomas",25444,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16363,"Saint-Jean-le-Thomas",25444,"Clet-Pellerin, M., J.P. Lautridou, and G. Delibrias. 1981. Les formations holocènes et pléistocènes de la partie orientale de la Baie du Mont-Saint-Michel. Bulletin de la Société Linnéenne de Normandie 109:3-20."
16363,"Saint-Jean-le-Thomas",25436,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16363,"Saint-Jean-le-Thomas",25436,"Clet-Pellerin, M., J.P. Lautridou, and G. Delibrias. 1981. Les formations holocènes et pléistocènes de la partie orientale de la Baie du Mont-Saint-Michel. Bulletin de la Société Linnéenne de Normandie 109:3-20."
16363,"Saint-Jean-le-Thomas",25441,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16363,"Saint-Jean-le-Thomas",25441,"Clet-Pellerin, M., J.P. Lautridou, and G. Delibrias. 1981. Les formations holocènes et pléistocènes de la partie orientale de la Baie du Mont-Saint-Michel. Bulletin de la Société Linnéenne de Normandie 109:3-20."
16363,"Saint-Jean-le-Thomas",25442,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16363,"Saint-Jean-le-Thomas",25442,"Clet-Pellerin, M., J.P. Lautridou, and G. Delibrias. 1981. Les formations holocènes et pléistocènes de la partie orientale de la Baie du Mont-Saint-Michel. Bulletin de la Société Linnéenne de Normandie 109:3-20."
16363,"Saint-Jean-le-Thomas",25443,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16363,"Saint-Jean-le-Thomas",25443,"Clet-Pellerin, M., J.P. Lautridou, and G. Delibrias. 1981. Les formations holocènes et pléistocènes de la partie orientale de la Baie du Mont-Saint-Michel. Bulletin de la Société Linnéenne de Normandie 109:3-20."
16363,"Saint-Jean-le-Thomas",25440,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16363,"Saint-Jean-le-Thomas",25440,"Clet-Pellerin, M., J.P. Lautridou, and G. Delibrias. 1981. Les formations holocènes et pléistocènes de la partie orientale de la Baie du Mont-Saint-Michel. Bulletin de la Société Linnéenne de Normandie 109:3-20."
16363,"Saint-Jean-le-Thomas",25437,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16363,"Saint-Jean-le-Thomas",25437,"Clet-Pellerin, M., J.P. Lautridou, and G. Delibrias. 1981. Les formations holocènes et pléistocènes de la partie orientale de la Baie du Mont-Saint-Michel. Bulletin de la Société Linnéenne de Normandie 109:3-20."
16363,"Saint-Jean-le-Thomas",25439,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16363,"Saint-Jean-le-Thomas",25439,"Clet-Pellerin, M., J.P. Lautridou, and G. Delibrias. 1981. Les formations holocènes et pléistocènes de la partie orientale de la Baie du Mont-Saint-Michel. Bulletin de la Société Linnéenne de Normandie 109:3-20."
16363,"Saint-Jean-le-Thomas",25438,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16363,"Saint-Jean-le-Thomas",25438,"Clet-Pellerin, M., J.P. Lautridou, and G. Delibrias. 1981. Les formations holocènes et pléistocènes de la partie orientale de la Baie du Mont-Saint-Michel. Bulletin de la Société Linnéenne de Normandie 109:3-20."
16364,"Selune",25445,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16365,"Mont-Saint-Michel",25447,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16366,"Ardevon",25448,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16367,"Pontorson",25449,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16367,"Pontorson",25449,"Clet-Pellerin, M., J.P. Lautridou, and G. Delibrias. 1981. Les formations holocènes et pléistocènes de la partie orientale de la Baie du Mont-Saint-Michel. Bulletin de la Société Linnéenne de Normandie 109:3-20."
16368,"Sougeal",25450,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16369,"Baie de Seine Franceville beach",25452,"Delsinne, N. 2005. Evolution pluri-millénaire à pluriannuelle du prisme sédimentaire d'embouchure de la Seine. Facteurs de contrôle naturels et d'origine anthropique.. Doctoral dissertation. Université de Caen, Caen, France."
16369,"Baie de Seine Franceville beach",25452,"Garnaud, S. 2003. La sédimentation fine sur une plate-forme interne actuelle macrotidale: la Baie de Seine sud- orientale.. Doctoral dissertation. Université de Caen, Caen, France."
16369,"Baie de Seine Franceville beach",25452,"Sebag, D. 2002. Apports de la Matière Organique pour la reconstitution des paléoenvironnements holocènes de la basse Vallée de la Seine. Fluctuations des conditions hydrologiques locales et paléoenvironnements.. Doctoral dissertation. Université de Rouen, Rouen, France."
16369,"Baie de Seine Franceville beach",25452,"Garnaud, S., P. Lesueur, M. Clet-Pellerin, S. Lesourd, T. Garlan, R. Lafite, and J.C. Brun-Cottan. 2003. Holocene to modern fine-grained sedimentation on macrotidal shoreface-to -inner-shelf setting (eastern Bay of the Seine, France). Marine Geology 202:33-54."
16372,"Tourbière de la Peyroutarié",25461,"Pulido, M. 2006. Conséquenses de l'anthropisation sur la dynamique postglaciaire de la végétation dans le sud du Massif Central, France. [Anthropogenic impact on the postglacial vegetation dynamics in South Massif Central, France].. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France."
16373,"Tourbière des Nassettes",25462,"Pulido, M. 2006. Conséquenses de l'anthropisation sur la dynamique postglaciaire de la végétation dans le sud du Massif Central, France. [Anthropogenic impact on the postglacial vegetation dynamics in South Massif Central, France].. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France."
